County Name,State FIPS,County Code,County FIPS,ZIP Code,File Date
Onondaga,36,67,36067,13069,7/25/07
Franklin,36,33,36033,12986,7/25/07
Onondaga,36,67,36067,13202,7/25/07
Hamilton,36,41,36041,13436,7/25/07
Ulster,36,111,36111,12486,7/25/07
New York,36,61,36061,10036,7/25/07
Richmond,36,85,36085,10301,7/25/07
Jefferson,36,45,36045,13691,7/25/07
Suffolk,36,103,36103,11935,7/25/07
Chautauqua,36,13,36013,14738,7/25/07
Albany,36,1,36001,12059,7/25/07
St. Lawrence,36,89,36089,13690,7/25/07
Oswego,36,75,36075,13144,7/25/07
Nassau,36,59,36059,11802,7/25/07
New York,36,61,36061,10003,7/25/07
Bronx,36,5,36005,10452,7/25/07
Sullivan,36,105,36105,12775,7/25/07
Sullivan,36,105,36105,10940,7/25/07
Chemung,36,15,36015,14864,7/25/07
Chautauqua,36,13,36013,14063,7/25/07
Oneida,36,65,36065,13505,7/25/07
Madison,36,53,36053,13485,7/25/07
Orange,36,71,36071,10921,7/25/07
Jefferson,36,45,36045,13601,7/25/07
Monroe,36,55,36055,14664,7/25/07
Sullivan,36,105,36105,12743,7/25/07
Suffolk,36,103,36103,11749,7/25/07
Chenango,36,17,36017,13830,7/25/07
Chemung,36,15,36015,14825,7/25/07
Orleans,36,73,36073,14420,7/25/07
Monroe,36,55,36055,14607,7/25/07
Chautauqua,36,13,36013,14062,7/25/07
Westchester,36,119,36119,10533,7/25/07
Schuyler,36,97,36097,14887,7/25/07
Orange,36,71,36071,10992,7/25/07
Chautauqua,36,13,36013,14756,7/25/07
Nassau,36,59,36059,11569,7/25/07
Greene,36,39,36039,12087,7/25/07
Schuyler,36,97,36097,14876,7/25/07
Greene,36,39,36039,12143,7/25/07
Onondaga,36,67,36067,13206,7/25/07
Suffolk,36,103,36103,11977,7/25/07
Columbia,36,21,36021,12195,7/25/07
Allegany,36,3,36003,14717,7/25/07
New York,36,61,36061,10274,7/25/07
Dutchess,36,27,36027,12570,7/25/07
Herkimer,36,43,36043,13331,7/25/07
Westchester,36,119,36119,10520,7/25/07
Queens,36,81,36081,11361,7/25/07
Genesee,36,37,36037,14001,7/25/07
Suffolk,36,103,36103,11782,7/25/07
Greene,36,39,36039,12427,7/25/07
Steuben,36,101,36101,14807,7/25/07
Cattaraugus,36,9,36009,14729,7/25/07
Queens,36,81,36081,11418,7/25/07
Erie,36,29,36029,14209,7/25/07
Livingston,36,51,36051,14539,7/25/07
Sullivan,36,105,36105,12790,7/25/07
Allegany,36,3,36003,14024,7/25/07
Kings,36,47,36047,11210,7/25/07
Queens,36,81,36081,11429,7/25/07
New York,36,61,36061,10013,7/25/07
Rockland,36,87,36087,10913,7/25/07
Monroe,36,55,36055,14608,7/25/07
Schenectady,36,93,36093,12304,7/25/07
Kings,36,47,36047,11205,7/25/07
Ulster,36,111,36111,12401,7/25/07
Erie,36,29,36029,14280,7/25/07
Suffolk,36,103,36103,11901,7/25/07
Nassau,36,59,36059,11040,7/25/07
Rensselaer,36,83,36083,12057,7/25/07
Suffolk,36,103,36103,11733,7/25/07
Jefferson,36,45,36045,13603,7/25/07
Rockland,36,87,36087,10956,7/25/07
St. Lawrence,36,89,36089,13660,7/25/07
Orange,36,71,36071,10996,7/25/07
Suffolk,36,103,36103,11950,7/25/07
Saratoga,36,91,36091,12134,7/25/07
Oneida,36,65,36065,13340,7/25/07
Greene,36,39,36039,12423,7/25/07
Oneida,36,65,36065,13054,7/25/07
Rockland,36,87,36087,10986,7/25/07
Otsego,36,77,36077,13326,7/25/07
Bronx,36,5,36005,10465,7/25/07
Jefferson,36,45,36045,13615,7/25/07
Nassau,36,59,36059,11548,7/25/07
Suffolk,36,103,36103,11742,7/25/07
New York,36,61,36061,10126,7/25/07
Ontario,36,69,36069,14585,7/25/07
Suffolk,36,103,36103,11703,7/25/07
Onondaga,36,67,36067,13152,7/25/07
Cattaraugus,36,9,36009,14042,7/25/07
Suffolk,36,103,36103,11957,7/25/07
Kings,36,47,36047,11213,7/25/07
Cayuga,36,11,36011,13064,7/25/07
Dutchess,36,27,36027,12602,7/25/07
Otsego,36,77,36077,13485,7/25/07
Erie,36,29,36029,14057,7/25/07
Kings,36,47,36047,11209,7/25/07
Allegany,36,3,36003,14754,7/25/07
Delaware,36,25,36025,13806,7/25/07
Allegany,36,3,36003,14739,7/25/07
Onondaga,36,67,36067,13120,7/25/07
Orange,36,71,36071,12729,7/25/07
Suffolk,36,103,36103,11713,7/25/07
Suffolk,36,103,36103,11944,7/25/07
Queens,36,81,36081,11104,7/25/07
Cortland,36,23,36023,13045,7/25/07
Bronx,36,5,36005,10460,7/25/07
Queens,36,81,36081,11691,7/25/07
New York,36,61,36061,10030,7/25/07
Wyoming,36,121,36121,14066,7/25/07
Westchester,36,119,36119,10550,7/25/07
Otsego,36,77,36077,13834,7/25/07
Albany,36,1,36001,12067,7/25/07
Livingston,36,51,36051,14482,7/25/07
Columbia,36,21,36021,12184,7/25/07
Jefferson,36,45,36045,13638,7/25/07
Allegany,36,3,36003,14715,7/25/07
Schenectady,36,93,36093,12306,7/25/07
Jefferson,36,45,36045,13611,7/25/07
Chemung,36,15,36015,14872,7/25/07
Suffolk,36,103,36103,11954,7/25/07
Jefferson,36,45,36045,13631,7/25/07
Onondaga,36,67,36067,13122,7/25/07
Columbia,36,21,36021,12125,7/25/07
New York,36,61,36061,10047,7/25/07
Warren,36,113,36113,12853,7/25/07
Erie,36,29,36029,14226,7/25/07
Albany,36,1,36001,12250,7/25/07
New York,36,61,36061,10012,7/25/07
Westchester,36,119,36119,10522,7/25/07
Jefferson,36,45,36045,13656,7/25/07
Seneca,36,99,36099,14841,7/25/07
Delaware,36,25,36025,12776,7/25/07
Westchester,36,119,36119,10510,7/25/07
Orange,36,71,36071,10912,7/25/07
Ulster,36,111,36111,12589,7/25/07
Wayne,36,117,36117,14519,7/25/07
Rockland,36,87,36087,10923,7/25/07
Madison,36,53,36053,13477,7/25/07
Bronx,36,5,36005,10466,7/25/07
Ulster,36,111,36111,12446,7/25/07
Oneida,36,65,36065,13313,7/25/07
Onondaga,36,67,36067,13104,7/25/07
Kings,36,47,36047,11228,7/25/07
Tompkins,36,109,36109,14881,7/25/07
Rensselaer,36,83,36083,12082,7/25/07
Jefferson,36,45,36045,13673,7/25/07
New York,36,61,36061,10116,7/25/07
Steuben,36,101,36101,14855,7/25/07
Chautauqua,36,13,36013,14710,7/25/07
Onondaga,36,67,36067,13119,7/25/07
Otsego,36,77,36077,13825,7/25/07
Ulster,36,111,36111,12404,7/25/07
Ontario,36,69,36069,14432,7/25/07
Westchester,36,119,36119,10706,7/25/07
Jefferson,36,45,36045,13634,7/25/07
Delaware,36,25,36025,12434,7/25/07
Suffolk,36,103,36103,11939,7/25/07
Greene,36,39,36039,12482,7/25/07
Queens,36,81,36081,11375,7/25/07
Monroe,36,55,36055,14621,7/25/07
Queens,36,81,36081,11499,7/25/07
Chautauqua,36,13,36013,14718,7/25/07
Steuben,36,101,36101,14806,7/25/07
Albany,36,1,36001,12244,7/25/07
Herkimer,36,43,36043,13420,7/25/07
Erie,36,29,36029,14260,7/25/07
Bronx,36,5,36005,10473,7/25/07
New York,36,61,36061,10265,7/25/07
Sullivan,36,105,36105,12734,7/25/07
Tioga,36,107,36107,13743,7/25/07
Schenectady,36,93,36093,12008,7/25/07
Jefferson,36,45,36045,13636,7/25/07
Queens,36,81,36081,11381,7/25/07
New York,36,61,36061,10028,7/25/07
Livingston,36,51,36051,14472,7/25/07
Ulster,36,111,36111,12586,7/25/07
Steuben,36,101,36101,14831,7/25/07
Essex,36,31,36031,12997,7/25/07
Richmond,36,85,36085,10310,7/25/07
New York,36,61,36061,10041,7/25/07
Tioga,36,107,36107,13827,7/25/07
Ontario,36,69,36069,14461,7/25/07
St. Lawrence,36,89,36089,13648,7/25/07
Ulster,36,111,36111,12412,7/25/07
Queens,36,81,36081,11693,7/25/07
Cattaraugus,36,9,36009,14738,7/25/07
Chemung,36,15,36015,14925,7/25/07
Schuyler,36,97,36097,14838,7/25/07
St. Lawrence,36,89,36089,12957,7/25/07
Columbia,36,21,36021,12502,7/25/07
New York,36,61,36061,10123,7/25/07
Albany,36,1,36001,12223,7/25/07
Wyoming,36,121,36121,14167,7/25/07
Ulster,36,111,36111,12525,7/25/07
Queens,36,81,36081,11105,7/25/07
Monroe,36,55,36055,14586,7/25/07
Saratoga,36,91,36091,12859,7/25/07
Queens,36,81,36081,11372,7/25/07
Clinton,36,19,36019,12944,7/25/07
Albany,36,1,36001,12232,7/25/07
Westchester,36,119,36119,10552,7/25/07
Essex,36,31,36031,12911,7/25/07
Greene,36,39,36039,12418,7/25/07
Chemung,36,15,36015,14894,7/25/07
Albany,36,1,36001,12242,7/25/07
Rockland,36,87,36087,10960,7/25/07
Erie,36,29,36029,14075,7/25/07
Niagara,36,63,36063,14120,7/25/07
Bronx,36,5,36005,10471,7/25/07
Nassau,36,59,36059,11553,7/25/07
Onondaga,36,67,36067,13215,7/25/07
Ulster,36,111,36111,12763,7/25/07
Oswego,36,75,36075,13121,7/25/07
Lewis,36,49,36049,13626,7/25/07
Orange,36,71,36071,12577,7/25/07
Steuben,36,101,36101,14418,7/25/07
Tioga,36,107,36107,14892,7/25/07
Cortland,36,23,36023,13101,7/25/07
Westchester,36,119,36119,10576,7/25/07
Oneida,36,65,36065,13402,7/25/07
Onondaga,36,67,36067,13164,7/25/07
Schoharie,36,95,36095,12076,7/25/07
Dutchess,36,27,36027,12504,7/25/07
Cayuga,36,11,36011,13081,7/25/07
Queens,36,81,36081,11374,7/25/07
Lewis,36,49,36049,13473,7/25/07
Oneida,36,65,36065,13328,7/25/07
Columbia,36,21,36021,12567,7/25/07
New York,36,61,36061,10273,7/25/07
Suffolk,36,103,36103,11722,7/25/07
Monroe,36,55,36055,14420,7/25/07
Erie,36,29,36029,14010,7/25/07
Broome,36,7,36007,13787,7/25/07
Steuben,36,101,36101,14837,7/25/07
Monroe,36,55,36055,14603,7/25/07
Chautauqua,36,13,36013,14758,7/25/07
Erie,36,29,36029,14034,7/25/07
Oneida,36,65,36065,13322,7/25/07
Putnam,36,79,36079,10509,7/25/07
Jefferson,36,45,36045,13646,7/25/07
Greene,36,39,36039,12436,7/25/07
New York,36,61,36061,10197,7/25/07
Rensselaer,36,83,36083,12180,7/25/07
Essex,36,31,36031,12956,7/25/07
Westchester,36,119,36119,10543,7/25/07
Queens,36,81,36081,11414,7/25/07
Franklin,36,33,36033,12913,7/25/07
Dutchess,36,27,36027,12590,7/25/07
Orleans,36,73,36073,14452,7/25/07
Rockland,36,87,36087,10962,7/25/07
Oneida,36,65,36065,13476,7/25/07
Cortland,36,23,36023,13053,7/25/07
Suffolk,36,103,36103,11931,7/25/07
Oswego,36,75,36075,13126,7/25/07
Saratoga,36,91,36091,12833,7/25/07
Sullivan,36,105,36105,12428,7/25/07
Albany,36,1,36001,12007,7/25/07
Suffolk,36,103,36103,11932,7/25/07
Fulton,36,35,36035,12117,7/25/07
Sullivan,36,105,36105,12760,7/25/07
St. Lawrence,36,89,36089,13670,7/25/07
Allegany,36,3,36003,14836,7/25/07
Delaware,36,25,36025,13783,7/25/07
Rockland,36,87,36087,10984,7/25/07
Westchester,36,119,36119,10553,7/25/07
Dutchess,36,27,36027,12538,7/25/07
Jefferson,36,45,36045,13641,7/25/07
Westchester,36,119,36119,10517,7/25/07
Columbia,36,21,36021,12517,7/25/07
Richmond,36,85,36085,10307,7/25/07
Suffolk,36,103,36103,11956,7/25/07
Allegany,36,3,36003,14735,7/25/07
Allegany,36,3,36003,14745,7/25/07
Bronx,36,5,36005,10705,7/25/07
Schoharie,36,95,36095,12071,7/25/07
Cattaraugus,36,9,36009,14706,7/25/07
Dutchess,36,27,36027,10516,7/25/07
Ulster,36,111,36111,12466,7/25/07
Otsego,36,77,36077,13320,7/25/07
Oneida,36,65,36065,13123,7/25/07
Broome,36,7,36007,13794,7/25/07
Oneida,36,65,36065,13501,7/25/07
Nassau,36,59,36059,11577,7/25/07
Sullivan,36,105,36105,12791,7/25/07
Richmond,36,85,36085,10308,7/25/07
Erie,36,29,36029,14211,7/25/07
Queens,36,81,36081,11559,7/25/07
Rensselaer,36,83,36083,12181,7/25/07
Ulster,36,111,36111,12406,7/25/07
Chautauqua,36,13,36013,14752,7/25/07
Queens,36,81,36081,11109,7/25/07
St. Lawrence,36,89,36089,13676,7/25/07
Madison,36,53,36053,13052,7/25/07
Delaware,36,25,36025,12406,7/25/07
Erie,36,29,36029,14233,7/25/07
Onondaga,36,67,36067,13060,7/25/07
Jefferson,36,45,36045,13606,7/25/07
Ontario,36,69,36069,14472,7/25/07
Westchester,36,119,36119,10707,7/25/07
Cattaraugus,36,9,36009,14081,7/25/07
Otsego,36,77,36077,12043,7/25/07
New York,36,61,36061,10278,7/25/07
Allegany,36,3,36003,14714,7/25/07
Westchester,36,119,36119,10802,7/25/07
Erie,36,29,36029,14276,7/25/07
Westchester,36,119,36119,10604,7/25/07
Warren,36,113,36113,12856,7/25/07
Hamilton,36,41,36041,12190,7/25/07
Cattaraugus,36,9,36009,14726,7/25/07
Cattaraugus,36,9,36009,14138,7/25/07
Lewis,36,49,36049,13627,7/25/07
Greene,36,39,36039,12405,7/25/07
Cattaraugus,36,9,36009,14755,7/25/07
Rensselaer,36,83,36083,12169,7/25/07
Hamilton,36,41,36041,12847,7/25/07
Allegany,36,3,36003,14709,7/25/07
Queens,36,81,36081,11379,7/25/07
Chenango,36,17,36017,13815,7/25/07
Albany,36,1,36001,12186,7/25/07
Westchester,36,119,36119,10602,7/25/07
Albany,36,1,36001,12247,7/25/07
Bronx,36,5,36005,10451,7/25/07
Onondaga,36,67,36067,13037,7/25/07
Madison,36,53,36053,13355,7/25/07
Orange,36,71,36071,10916,7/25/07
New York,36,61,36061,10001,7/25/07
Suffolk,36,103,36103,11718,7/25/07
Westchester,36,119,36119,10579,7/25/07
Tompkins,36,109,36109,14852,7/25/07
Putnam,36,79,36079,12533,7/25/07
St. Lawrence,36,89,36089,13652,7/25/07
Clinton,36,19,36019,12919,7/25/07
Essex,36,31,36031,12944,7/25/07
Oneida,36,65,36065,13162,7/25/07
New York,36,61,36061,10125,7/25/07
Oneida,36,65,36065,13341,7/25/07
Jefferson,36,45,36045,13616,7/25/07
Erie,36,29,36029,14004,7/25/07
Orleans,36,73,36073,14470,7/25/07
Genesee,36,37,36037,14040,7/25/07
Lewis,36,49,36049,13404,7/25/07
Nassau,36,59,36059,11509,7/25/07
Madison,36,53,36053,13408,7/25/07
Fulton,36,35,36035,13454,7/25/07
Albany,36,1,36001,12235,7/25/07
Schenectady,36,93,36093,12307,7/25/07
Westchester,36,119,36119,10521,7/25/07
New York,36,61,36061,10040,7/25/07
Suffolk,36,103,36103,11790,7/25/07
Ontario,36,69,36069,14561,7/25/07
Tioga,36,107,36107,13760,7/25/07
Monroe,36,55,36055,14476,7/25/07
Clinton,36,19,36019,12935,7/25/07
Delaware,36,25,36025,13782,7/25/07
Dutchess,36,27,36027,12592,7/25/07
Madison,36,53,36053,13332,7/25/07
Orleans,36,73,36073,14476,7/25/07
Westchester,36,119,36119,10607,7/25/07
Suffolk,36,103,36103,11708,7/25/07
Nassau,36,59,36059,11571,7/25/07
Bronx,36,5,36005,10475,7/25/07
Orange,36,71,36071,10917,7/25/07
Schuyler,36,97,36097,14818,7/25/07
Herkimer,36,43,36043,13339,7/25/07
Oneida,36,65,36065,13308,7/25/07
Erie,36,29,36029,14052,7/25/07
Montgomery,36,57,36057,12177,7/25/07
Livingston,36,51,36051,14414,7/25/07
Livingston,36,51,36051,14480,7/25/07
Albany,36,1,36001,12128,7/25/07
Columbia,36,21,36021,12136,7/25/07
Broome,36,7,36007,13904,7/25/07
Schenectady,36,93,36093,12309,7/25/07
Albany,36,1,36001,12207,7/25/07
Clinton,36,19,36019,12978,7/25/07
Kings,36,47,36047,11232,7/25/07
Yates,36,123,36123,14478,7/25/07
Dutchess,36,27,36027,12524,7/25/07
Rensselaer,36,83,36083,12033,7/25/07
Erie,36,29,36029,14033,7/25/07
Cattaraugus,36,9,36009,14101,7/25/07
St. Lawrence,36,89,36089,13614,7/25/07
Jefferson,36,45,36045,13608,7/25/07
Wyoming,36,121,36121,14145,7/25/07
St. Lawrence,36,89,36089,13625,7/25/07
Albany,36,1,36001,12303,7/25/07
Wayne,36,117,36117,14564,7/25/07
Wyoming,36,121,36121,14130,7/25/07
New York,36,61,36061,10129,7/25/07
Erie,36,29,36029,14169,7/25/07
Rensselaer,36,83,36083,12182,7/25/07
Tioga,36,107,36107,13732,7/25/07
Bronx,36,5,36005,10470,7/25/07
Ulster,36,111,36111,12416,7/25/07
Sullivan,36,105,36105,12749,7/25/07
Westchester,36,119,36119,10524,7/25/07
Suffolk,36,103,36103,11978,7/25/07
Suffolk,36,103,36103,11726,7/25/07
Clinton,36,19,36019,12912,7/25/07
New York,36,61,36061,10138,7/25/07
Chautauqua,36,13,36013,14723,7/25/07
Suffolk,36,103,36103,11720,7/25/07
Herkimer,36,43,36043,13357,7/25/07
Allegany,36,3,36003,14803,7/25/07
Erie,36,29,36029,14210,7/25/07
Oneida,36,65,36065,13599,7/25/07
Rensselaer,36,83,36083,12062,7/25/07
Wayne,36,117,36117,14433,7/25/07
Westchester,36,119,36119,10610,7/25/07
Kings,36,47,36047,11222,7/25/07
Nassau,36,59,36059,11599,7/25/07
Onondaga,36,67,36067,13110,7/25/07
Livingston,36,51,36051,14846,7/25/07
Otsego,36,77,36077,13337,7/25/07
Sullivan,36,105,36105,12781,7/25/07
Wyoming,36,121,36121,14481,7/25/07
Westchester,36,119,36119,10537,7/25/07
Tioga,36,107,36107,13845,7/25/07
Rensselaer,36,83,36083,12061,7/25/07
Monroe,36,55,36055,14623,7/25/07
Franklin,36,33,36033,12970,7/25/07
Allegany,36,3,36003,14721,7/25/07
Clinton,36,19,36019,12923,7/25/07
Westchester,36,119,36119,10594,7/25/07
Bronx,36,5,36005,10455,7/25/07
Monroe,36,55,36055,14472,7/25/07
Queens,36,81,36081,11695,7/25/07
Sullivan,36,105,36105,12742,7/25/07
New York,36,61,36061,10155,7/25/07
Nassau,36,59,36059,11758,7/25/07
Jefferson,36,45,36045,13612,7/25/07
Greene,36,39,36039,12450,7/25/07
Warren,36,113,36113,12820,7/25/07
Livingston,36,51,36051,14462,7/25/07
Albany,36,1,36001,12209,7/25/07
Delaware,36,25,36025,12167,7/25/07
Chautauqua,36,13,36013,14787,7/25/07
Genesee,36,37,36037,14005,7/25/07
Clinton,36,19,36019,12985,7/25/07
Erie,36,29,36029,14035,7/25/07
Cayuga,36,11,36011,13024,7/25/07
Fulton,36,35,36035,13339,7/25/07
Chenango,36,17,36017,13332,7/25/07
Seneca,36,99,36099,14521,7/25/07
Kings,36,47,36047,11251,7/25/07
Westchester,36,119,36119,10545,7/25/07
Onondaga,36,67,36067,13252,7/25/07
Chemung,36,15,36015,14889,7/25/07
Cattaraugus,36,9,36009,14070,7/25/07
Columbia,36,21,36021,12544,7/25/07
Dutchess,36,27,36027,12510,7/25/07
Queens,36,81,36081,11413,7/25/07
Schoharie,36,95,36095,12122,7/25/07
Suffolk,36,103,36103,11769,7/25/07
Herkimer,36,43,36043,13472,7/25/07
Cayuga,36,11,36011,13074,7/25/07
Franklin,36,33,36033,12930,7/25/07
Dutchess,36,27,36027,12507,7/25/07
Broome,36,7,36007,13754,7/25/07
Jefferson,36,45,36045,13692,7/25/07
Orleans,36,73,36073,14571,7/25/07
Onondaga,36,67,36067,13214,7/25/07
Allegany,36,3,36003,14884,7/25/07
Chenango,36,17,36017,13841,7/25/07
Suffolk,36,103,36103,11795,7/25/07
Delaware,36,25,36025,12758,7/25/07
Lewis,36,49,36049,13648,7/25/07
Cattaraugus,36,9,36009,14009,7/25/07
Monroe,36,55,36055,14673,7/25/07
Madison,36,53,36053,13418,7/25/07
Orange,36,71,36071,10950,7/25/07
Montgomery,36,57,36057,12072,7/25/07
Jefferson,36,45,36045,13640,7/25/07
Ulster,36,111,36111,12588,7/25/07
Monroe,36,55,36055,14534,7/25/07
Tioga,36,107,36107,13811,7/25/07
Onondaga,36,67,36067,13166,7/25/07
Columbia,36,21,36021,12115,7/25/07
Herkimer,36,43,36043,13456,7/25/07
Schoharie,36,95,36095,13320,7/25/07
New York,36,61,36061,10018,7/25/07
Greene,36,39,36039,12424,7/25/07
Rockland,36,87,36087,10993,7/25/07
Allegany,36,3,36003,14843,7/25/07
New York,36,61,36061,10275,7/25/07
Albany,36,1,36001,12249,7/25/07
Rensselaer,36,83,36083,12153,7/25/07
New York,36,61,36061,10130,7/25/07
Schoharie,36,95,36095,12175,7/25/07
Onondaga,36,67,36067,13220,7/25/07
Genesee,36,37,36037,14143,7/25/07
Washington,36,115,36115,12844,7/25/07
Orleans,36,73,36073,14058,7/25/07
New York,36,61,36061,10033,7/25/07
Putnam,36,79,36079,12531,7/25/07
Broome,36,7,36007,13848,7/25/07
Sullivan,36,105,36105,12767,7/25/07
Onondaga,36,67,36067,13159,7/25/07
Tioga,36,107,36107,13736,7/25/07
New York,36,61,36061,10152,7/25/07
St. Lawrence,36,89,36089,13646,7/25/07
Steuben,36,101,36101,14572,7/25/07
Broome,36,7,36007,13748,7/25/07
Putnam,36,79,36079,12564,7/25/07
Queens,36,81,36081,11096,7/25/07
Monroe,36,55,36055,14468,7/25/07
Saratoga,36,91,36091,12151,7/25/07
Suffolk,36,103,36103,11789,7/25/07
Madison,36,53,36053,13043,7/25/07
St. Lawrence,36,89,36089,13613,7/25/07
Columbia,36,21,36021,12521,7/25/07
Nassau,36,59,36059,11815,7/25/07
Delaware,36,25,36025,12438,7/25/07
Suffolk,36,103,36103,11953,7/25/07
Tioga,36,107,36107,13835,7/25/07
Westchester,36,119,36119,10541,7/25/07
Madison,36,53,36053,13035,7/25/07
Orange,36,71,36071,12542,7/25/07
Nassau,36,59,36059,11804,7/25/07
Broome,36,7,36007,13865,7/25/07
Richmond,36,85,36085,10312,7/25/07
Ulster,36,111,36111,12458,7/25/07
Sullivan,36,105,36105,12764,7/25/07
Allegany,36,3,36003,14707,7/25/07
Washington,36,115,36115,12837,7/25/07
Columbia,36,21,36021,12173,7/25/07
Queens,36,81,36081,11368,7/25/07
Warren,36,113,36113,12824,7/25/07
Fulton,36,35,36035,12010,7/25/07
St. Lawrence,36,89,36089,13697,7/25/07
Ulster,36,111,36111,12456,7/25/07
Suffolk,36,103,36103,11786,7/25/07
Yates,36,123,36123,14441,7/25/07
Jefferson,36,45,36045,13145,7/25/07
Albany,36,1,36001,12228,7/25/07
Schoharie,36,95,36095,12166,7/25/07
Oneida,36,65,36065,13477,7/25/07
Allegany,36,3,36003,14846,7/25/07
Kings,36,47,36047,11204,7/25/07
Columbia,36,21,36021,12583,7/25/07
Ontario,36,69,36069,14564,7/25/07
Kings,36,47,36047,11241,7/25/07
Columbia,36,21,36021,12516,7/25/07
Wayne,36,117,36117,14580,7/25/07
Oneida,36,65,36065,13483,7/25/07
Essex,36,31,36031,12870,7/25/07
Lewis,36,49,36049,13316,7/25/07
Erie,36,29,36029,14145,7/25/07
Kings,36,47,36047,11206,7/25/07
Onondaga,36,67,36067,13078,7/25/07
Essex,36,31,36031,12941,7/25/07
New York,36,61,36061,10114,7/25/07
Queens,36,81,36081,11362,7/25/07
Montgomery,36,57,36057,13459,7/25/07
Rensselaer,36,83,36083,12185,7/25/07
Westchester,36,119,36119,10801,7/25/07
Orange,36,71,36071,12543,7/25/07
Suffolk,36,103,36103,11754,7/25/07
Chenango,36,17,36017,13460,7/25/07
Cattaraugus,36,9,36009,14173,7/25/07
Nassau,36,59,36059,11556,7/25/07
Albany,36,1,36001,12193,7/25/07
Clinton,36,19,36019,12918,7/25/07
Cayuga,36,11,36011,13027,7/25/07
Herkimer,36,43,36043,13439,7/25/07
New York,36,61,36061,10242,7/25/07
Erie,36,29,36029,14139,7/25/07
Kings,36,47,36047,11237,7/25/07
Madison,36,53,36053,13465,7/25/07
Westchester,36,119,36119,10526,7/25/07
New York,36,61,36061,10158,7/25/07
Albany,36,1,36001,12143,7/25/07
Rensselaer,36,83,36083,12090,7/25/07
Monroe,36,55,36055,14609,7/25/07
Schoharie,36,95,36095,12160,7/25/07
Clinton,36,19,36019,12910,7/25/07
Albany,36,1,36001,12120,7/25/07
Westchester,36,119,36119,10572,7/25/07
New York,36,61,36061,10081,7/25/07
Saratoga,36,91,36091,12803,7/25/07
Erie,36,29,36029,14001,7/25/07
Steuben,36,101,36101,14823,7/25/07
New York,36,61,36061,10168,7/25/07
Orange,36,71,36071,10914,7/25/07
Albany,36,1,36001,12212,7/25/07
New York,36,61,36061,10175,7/25/07
Saratoga,36,91,36091,12866,7/25/07
Steuben,36,101,36101,14873,7/25/07
Putnam,36,79,36079,10560,7/25/07
New York,36,61,36061,10021,7/25/07
Erie,36,29,36029,14151,7/25/07
Nassau,36,59,36059,11021,7/25/07
Cayuga,36,11,36011,13073,7/25/07
Washington,36,115,36115,12821,7/25/07
Columbia,36,21,36021,12529,7/25/07
Queens,36,81,36081,11405,7/25/07
Albany,36,1,36001,12158,7/25/07
Oswego,36,75,36075,13483,7/25/07
Kings,36,47,36047,11201,7/25/07
Chautauqua,36,13,36013,14048,7/25/07
Onondaga,36,67,36067,13251,7/25/07
Queens,36,81,36081,11415,7/25/07
Clinton,36,19,36019,12903,7/25/07
Cayuga,36,11,36011,13080,7/25/07
Suffolk,36,103,36103,11973,7/25/07
Ulster,36,111,36111,12411,7/25/07
Fulton,36,35,36035,12070,7/25/07
Chenango,36,17,36017,13464,7/25/07
Essex,36,31,36031,12936,7/25/07
Broome,36,7,36007,13901,7/25/07
Monroe,36,55,36055,14482,7/25/07
Suffolk,36,103,36103,11764,7/25/07
Suffolk,36,103,36103,11743,7/25/07
Tompkins,36,109,36109,13102,7/25/07
St. Lawrence,36,89,36089,13678,7/25/07
Westchester,36,119,36119,10502,7/25/07
Kings,36,47,36047,11245,7/25/07
St. Lawrence,36,89,36089,12986,7/25/07
New York,36,61,36061,10167,7/25/07
Clinton,36,19,36019,12929,7/25/07
Queens,36,81,36081,11367,7/25/07
Jefferson,36,45,36045,13650,7/25/07
Seneca,36,99,36099,13065,7/25/07
Otsego,36,77,36077,13838,7/25/07
Queens,36,81,36081,11369,7/25/07
Sullivan,36,105,36105,12725,7/25/07
St. Lawrence,36,89,36089,13621,7/25/07
Kings,36,47,36047,11226,7/25/07
Livingston,36,51,36051,14423,7/25/07
New York,36,61,36061,10031,7/25/07
St. Lawrence,36,89,36089,13654,7/25/07
Onondaga,36,67,36067,13244,7/25/07
Oneida,36,65,36065,13425,7/25/07
Schuyler,36,97,36097,14870,7/25/07
Suffolk,36,103,36103,11934,7/25/07
Monroe,36,55,36055,14613,7/25/07
Queens,36,81,36081,11433,7/25/07
Clinton,36,19,36019,12920,7/25/07
St. Lawrence,36,89,36089,13649,7/25/07
Clinton,36,19,36019,12911,7/25/07
Albany,36,1,36001,12047,7/25/07
Ulster,36,111,36111,12542,7/25/07
Kings,36,47,36047,11693,7/25/07
Orange,36,71,36071,12566,7/25/07
Chemung,36,15,36015,14838,7/25/07
Washington,36,115,36115,12839,7/25/07
Greene,36,39,36039,12015,7/25/07
Sullivan,36,105,36105,12736,7/25/07
Erie,36,29,36029,14013,7/25/07
Oswego,36,75,36075,13103,7/25/07
Genesee,36,37,36037,14416,7/25/07
Albany,36,1,36001,12206,7/25/07
Wyoming,36,121,36121,14037,7/25/07
Herkimer,36,43,36043,13470,7/25/07
Niagara,36,63,36063,14095,7/25/07
Nassau,36,59,36059,11732,7/25/07
Chautauqua,36,13,36013,14712,7/25/07
Schenectady,36,93,36093,12053,7/25/07
